NC_000853.1	Thermotoga maritima
NZ_CP010453.1	Bifidobacterium longum
NZ_CP010457.1	Campylobacter jejuni
NZ_CP010458.1	Campylobacter jejuni
NZ_CP010459.1	Campylobacter jejuni
NZ_CP010460.1	Campylobacter jejuni
NZ_CP010461.1	Campylobacter jejuni
NZ_CP010462.1	Campylobacter jejuni
NZ_CP010463.1	Campylobacter jejuni
NZ_CP010464.1	Campylobacter jejuni
NZ_CP010465.1	Campylobacter jejuni
NZ_CP010466.1	Campylobacter jejuni
NZ_CP010467.1	Campylobacter jejuni
NZ_CP010468.1	Campylobacter jejuni
NZ_CP010469.1	Campylobacter jejuni
NZ_CP010470.1	Campylobacter jejuni
NZ_CP010471.1	Campylobacter jejuni
NZ_CP010472.1	Campylobacter jejuni
NZ_CP010473.1	Campylobacter jejuni
NZ_CP010474.1	Campylobacter jejuni
NZ_CP010475.1	Campylobacter jejuni
NZ_CP010476.1	Campylobacter jejuni
NZ_CP010477.1	Campylobacter jejuni
NZ_CP010479.1	Campylobacter jejuni
NZ_CP010480.1	Campylobacter jejuni
NZ_CP010481.1	Campylobacter jejuni
NZ_CP010482.1	Campylobacter jejuni
NZ_CP010483.1	Campylobacter jejuni
NZ_CP010484.1	Campylobacter jejuni
NZ_CP010485.1	Campylobacter jejuni
NZ_CP010486.1	Campylobacter jejuni
NZ_CP010487.1	Campylobacter jejuni
NZ_CP010488.1	Campylobacter jejuni
NZ_CP010489.1	Campylobacter jejuni
NZ_CP010490.1	Campylobacter jejuni
NZ_CP010491.1	Campylobacter jejuni
NZ_CP010492.1	Campylobacter jejuni
NZ_CP010493.1	Campylobacter jejuni
NZ_CP010494.1	Campylobacter jejuni
NZ_CP010495.1	Campylobacter jejuni
NZ_CP010496.1	Campylobacter jejuni
NZ_CP010497.1	Campylobacter jejuni
NZ_CP010498.1	Campylobacter jejuni
NZ_CP010499.1	Campylobacter jejuni
NZ_CP010500.1	Campylobacter jejuni
NZ_CP010501.1	Campylobacter jejuni
NZ_CP010502.1	Campylobacter jejuni
NZ_CP010503.1	Campylobacter jejuni
NZ_CP010504.1	Campylobacter jejuni
NZ_CP010505.1	Campylobacter jejuni
NZ_CP010506.1	Campylobacter jejuni
NZ_CP010507.1	Campylobacter jejuni
NZ_CP010508.1	Campylobacter jejuni
NZ_CP010509.1	Campylobacter jejuni
NZ_CP010510.1	Campylobacter jejuni
NZ_CP010511.1	Campylobacter jejuni
NZ_CP010516.1	Cupriavidus gilardii
NZ_CP010517.1	Cupriavidus gilardii
NZ_CP010519.1	Streptomyces albus
NZ_CP010520.1	Clostridium botulinum
NZ_CP010521.1	Clostridium botulinum
NZ_CP010522.1	Liberibacter crescens
NZ_CP010523.2	Klebsiella variicola
NZ_CP010524.1	Bacillus paralicheniformis
NZ_CP010525.1	Bacillus coagulans
NZ_CP010526.1	Staphylococcus aureus
NZ_CP010528.1	Lactobacillus plantarum
NZ_CP010535.1	Sediminicola sp.
NZ_CP010536.1	Cupriavidus basilensis
NZ_CP010537.1	Cupriavidus basilensis
NZ_CP010552.1	Candidatus Thioglobus
NZ_CP010555.1	Pseudomonas aeruginosa
NZ_CP010556.1	Bacillus amyloliquefaciens
NZ_CP010557.1	Raoultella ornithinolytica
NZ_CP010567.1	Chlamydia trachomatis
NZ_CP010569.1	Chlamydia trachomatis
NZ_CP010571.1	Chlamydia trachomatis
NZ_CP010577.1	Bacillus thuringiensis
NZ_CP010585.1	Escherichia coli
NZ_CP010586.1	Bacillus megaterium
NZ_CP010776.1	Rufibacter sp.
NZ_CP010777.1	Rufibacter sp.
NZ_CP010778.1	Bacillus atrophaeus
NZ_CP010779.1	Acinetobacter baumannii
NZ_CP010781.1	Acinetobacter baumannii
NZ_CP010783.1	Streptococcus iniae
NZ_CP010792.1	Bacillus anthracis
NZ_CP010795.1	Corynebacterium pseudotuberculosis
NZ_CP010796.1	Carnobacterium sp.
NZ_CP010797.1	Rhodococcus sp.
NZ_CP010799.1	Ralstonia mannitolilytica
NZ_CP010800.1	Ralstonia mannitolilytica
NZ_CP010802.1	Desulfuromonas soudanensis
NZ_CP010803.1	Martelella endophytica
NZ_CP010804.1	Candidatus Liberibacter
NZ_CP010811.1	Vibrio cholerae
NZ_CP010812.1	Vibrio cholerae
NZ_CP010816.1	Escherichia coli
NZ_CP010817.1	Myroides profundi
NZ_CP010818.1	Corynebacterium ulcerans
NZ_CP010820.1	Lysinibacillus fusiformis
NZ_CP010822.1	Thermus aquaticus
NZ_CP010827.1	Corynebacterium singulare
NZ_CP010833.1	Streptomyces sp.
NZ_CP010836.1	Sphingomonas hengshuiensis
NZ_CP010838.1	Bordetella pertussis
NZ_CP010839.1	Bordetella pertussis
NZ_CP010840.1	Bordetella pertussis
NZ_CP010841.1	Bordetella pertussis
NZ_CP010842.1	Bordetella pertussis
NZ_CP010843.1	Bordetella pertussis
NZ_CP010844.1	Bordetella pertussis
NZ_CP010845.1	Bordetella pertussis
NZ_CP010846.1	Bordetella pertussis
NZ_CP010847.1	Bordetella pertussis
NZ_CP010848.1	Rathayibacter toxicus
NZ_CP010849.1	Streptomyces cyaneogriseus
NZ_CP010850.1	Brucella suis
NZ_CP010851.1	Brucella suis
NZ_CP010852.1	Bacillus anthracis
NZ_CP010855.1	Marinovum algicola
NZ_CP010867.1	Streptococcus agalactiae
NZ_CP010869.1	Confluentimicrobium sp.
NZ_CP010874.1	Streptococcus agalactiae
NZ_CP010875.1	Streptococcus agalactiae
NZ_CP010876.1	Escherichia coli
NZ_CP010883.1	Vibrio parahaemolyticus
NZ_CP010884.1	Vibrio parahaemolyticus
NZ_CP010888.1	Clostridioides difficile
NZ_CP010889.1	Corynebacterium pseudotuberculosis
NZ_CP010890.1	Staphylococcus aureus
NZ_CP010892.1	Pseudomonas sp.
NZ_CP010896.1	Pseudomonas fluorescens
NZ_CP010897.2	Pandoraea vervacti
NZ_CP010899.1	Spiroplasma kunkelii
NZ_CP010904.1	Kiritimatiella glycovorans
NZ_CP010906.1	Campylobacter jejuni
NZ_CP010912.1	Alteromonas australica
NZ_CP010945.1	Pseudomonas fluorescens
NZ_CP010947.1	Aeromonas hydrophila
NZ_CP010951.1	Ramlibacter tataouinensis
NZ_CP010953.1	Campylobacter fetus
NZ_CP010954.1	Sphingobium sp.
NZ_CP010961.1	Bordetella pertussis
NZ_CP010962.1	Bordetella pertussis
NZ_CP010963.1	Bordetella pertussis
NZ_CP010964.1	Bordetella pertussis
NZ_CP010965.1	Bordetella pertussis
NZ_CP010966.1	Bordetella pertussis
NZ_CP010967.1	Thermotoga maritima
NZ_CP010973.1	Burkholderia pseudomallei
NZ_CP010974.1	Burkholderia pseudomallei
NZ_CP010975.1	Kangiella geojedonensis
NZ_CP010976.1	Paenibacillus sp.
NZ_CP010978.1	Pelosinus fermentans
NZ_CP010979.1	Pseudomonas putida
NZ_CP010989.1	Pseudonocardia sp.
NZ_CP010993.1	Clostridium perfringens
NZ_CP010994.1	Clostridium perfringens
NZ_CP010995.1	Campylobacter iguaniorum
NZ_CP010997.1	Bacillus pumilus
NZ_CP010998.1	Staphylococcus aureus
NZ_CP010999.1	Streptococcus thermophilus
NZ_CP011004.1	Listeria monocytogenes
NZ_CP011005.1	Arthrobacter sp.
NZ_CP011007.1	Bacillus pumilus
NZ_CP011008.1	Bacillus simplex
NZ_CP011010.1	Stenotrophomonas maltophilia
NZ_CP011013.1	Lactobacillus mucosae
NZ_CP011015.1	Campylobacter coli
NZ_CP011018.1	Escherichia coli
NZ_CP011020.1	Pseudomonas chlororaphis
NZ_CP011022.1	Mycobacterium sp.
NZ_CP011024.1	Lactobacillus reuteri
NZ_CP011034.1	Pseudoalteromonas translucida
NZ_CP011035.1	Pseudoalteromonas translucida
NZ_CP011043.1	Clavibacter michiganensis
NZ_CP011047.1	Cronobacter sakazakii
NZ_CP011052.1	Halomonas sp.
NZ_CP011058.1	Paenibacillus beijingensis
NZ_CP011059.1	Elizabethkingia miricola
NZ_CP011061.1	Escherichia coli
NZ_CP011068.1	Streptococcus pyogenes
NZ_CP011069.1	Streptococcus pyogenes
NZ_CP011071.1	Muricauda lutaonensis
NZ_CP011072.1	Azoarcus sp.
NZ_CP011073.1	Bacteroides fragilis
NZ_CP011077.1	Klebsiella michiganensis
NZ_CP011078.1	Yersinia ruckeri
NZ_CP011095.1	Corynebacterium ulcerans
NZ_CP011096.1	Mycoplasma synoviae
NZ_CP011098.1	Mannheimia haemolytica
NZ_CP011099.1	Mannheimia haemolytica
NZ_CP011100.1	Aeromonas hydrophila
NZ_CP011101.1	Bacillus sp.
NZ_CP011104.1	Photorhabdus temperata
NZ_CP011105.1	Legionella pneumophila
NZ_CP011107.1	Thermotoga maritima
NZ_CP011108.1	Thermotoga maritima
NZ_CP011110.1	Pseudomonas chlororaphis
NZ_CP011113.2	Escherichia coli
NZ_CP011114.1	Paenibacillus durus
NZ_CP011115.1	Bacillus subtilis
NZ_CP011118.1	Yersinia enterocolitica
NZ_CP011120.1	Acetobacter sp.
NZ_CP011125.1	Sandaracinus amylolyticus
NZ_CP011126.1	Coxiella-like endosymbiont
NZ_CP011127.1	Dehalococcoides mccartyi
NZ_CP011129.1	Lysobacter antibioticus
NZ_CP011130.1	Lysobacter capsici
NZ_CP011131.1	Lysobacter gummosus
NZ_CP011132.1	Citrobacter amalonaticus
NZ_CP011134.1	Escherichia coli
NZ_CP011144.1	Pseudoxanthomonas suwonensis
NZ_CP011145.1	Bacillus cereus
NZ_CP011147.1	Staphylococcus aureus
NZ_CP011150.1	Bacillus pumilus
NZ_CP011151.1	Bacillus cereus
NZ_CP011153.1	Bacillus cereus
NZ_CP011155.1	Bacillus cereus
NZ_CP011158.1	Moraxella ovis
NZ_CP011217.1	Streptococcus thermophilus
NZ_CP011232.1	Kosmotoga pacifica
NZ_CP011246.1	Agrobacterium tumefaciens
NZ_CP011247.1	Agrobacterium tumefaciens
NZ_CP011253.3	Pandoraea oxalativorans
NZ_CP011254.1	Serratia fonticola
NZ_CP011255.1	Bordetella pertussis
NZ_CP011256.1	Xanthomonas campestris
NZ_CP011257.1	Ralstonia mannitolilytica
NZ_CP011258.1	Ralstonia mannitolilytica
NZ_CP011259.1	Salmonella enterica
NZ_CP011260.1	Mycoplasma mycoides
NZ_CP011261.1	Mycoplasma mycoides
NZ_CP011264.1	Mycoplasma mycoides
NZ_CP011265.1	Verrucomicrobia bacterium
NZ_CP011269.1	Mycobacterium fortuitum
NZ_CP011270.1	Planctomyces sp.
NZ_CP011273.1	Planctomyces sp.
NZ_CP011278.1	Bacillus amyloliquefaciens
NZ_CP011280.1	Sneathia amnii
NZ_CP011281.1	Enterococcus faecium
NZ_CP011286.1	Yersinia enterocolitica
NZ_CP011288.1	Salmonella enterica
NZ_CP011289.1	Salmonella enterica
NZ_CP011292.1	Salmonella enterica
NZ_CP011295.1	Rhodococcus erythropolis
NZ_CP011300.1	Devosia sp.
NZ_CP011301.1	Burkholderia cepacia
NZ_CP011303.1	Serratia liquefaciens
NZ_CP011304.1	Microcystis aeruginosa
NZ_CP011305.1	Stenotrophomonas maltophilia
NZ_CP011306.1	Stenotrophomonas maltophilia
NZ_CP011307.1	Intestinimonas butyriciproducens
NZ_CP011308.1	Sulfurovum lithotrophicum
NZ_CP011309.1	[Brevibacterium] flavum
NZ_CP011310.1	Erythrobacter atlanticus
NZ_CP011311.1	Corynebacterium camporealensis
NZ_CP011312.1	Corynebacterium kutscheri
NZ_CP011313.1	Klebsiella pneumoniae
NZ_CP011317.1	Pseudomonas aeruginosa
NZ_CP011318.1	Maribacter sp.
NZ_CP011319.1	Janthinobacterium sp.
NZ_CP011320.1	Escherichia coli
NZ_CP011321.1	Escherichia coli
NZ_CP011324.1	Escherichia coli
NZ_CP011325.1	Streptococcus agalactiae
NZ_CP011329.1	Streptococcus agalactiae
NZ_CP011330.1	Helicobacter pylori
NZ_CP011331.1	Escherichia coli
NZ_CP011340.1	Streptomyces pristinaespiralis
NZ_CP011341.1	Rhodococcus aetherivorans
NZ_CP011342.2	Escherichia coli
NZ_CP011343.2	Escherichia coli
NZ_CP011344.1	Citromicrobium sp.
NZ_CP011345.1	Listeria monocytogenes
NZ_CP011346.1	Bacillus velezensis
NZ_CP011347.1	Bacillus velezensis
NZ_CP011348.1	Mycoplasma bovis
NZ_CP011349.1	Bacillus thuringiensis
NZ_CP011359.1	Edwardsiella tarda
NZ_CP011360.1	Bradyrhizobium diazoefficiens
NZ_CP011361.2	Salimicrobium jeotgali
NZ_CP011364.1	Edwardsiella sp.
NZ_CP011365.1	Salmonella enterica
NZ_CP011366.1	Salinicoccus halodurans
NZ_CP011367.1	Thioalkalivibrio versutus
NZ_CP011368.1	Mycoplasma canis
NZ_CP011371.1	[Polyangium] brachysporum
NZ_CP011372.1	Campylobacter lari
NZ_CP011373.1	Nonlabens sp.
NZ_CP011382.1	Calothrix sp.
NZ_CP011386.1	Lactobacillus helveticus
NZ_CP011387.1	Deinococcus puniceus
NZ_CP011388.1	Paenibacillus swuensis
NZ_CP011389.1	'Deinococcus soli'
NZ_CP011390.1	Flavisolibacter tropicus
NZ_CP011391.1	Faecalibaculum rodentium
NZ_CP011393.1	Fervidobacterium pennivorans
NZ_CP011394.1	Salmonella enterica
NZ_CP011396.1	Salmonella enterica
NZ_CP011397.1	Listeria monocytogenes
NZ_CP011402.1	Denitrobacterium detoxificans
NZ_CP011403.1	Lactobacillus salivarius
NZ_CP011406.1	Vibrio parahaemolyticus
NZ_CP011407.1	Vibrio parahaemolyticus
NZ_CP011409.1	Herbaspirillum hiltneri
NZ_CP011410.1	Leptospira interrogans
NZ_CP011412.1	Sedimenticola thiotaurini
NZ_CP011414.1	Streptococcus pyogenes
NZ_CP011415.1	Streptococcus pyogenes
NZ_CP011416.1	Escherichia coli
NZ_CP011419.1	Streptococcus suis
NZ_CP011420.1	Paenibacillus polymyxa
NZ_CP011427.1	Pantoea vagans
NZ_CP011428.1	Salmonella enterica
NZ_CP011440.1	Bordetella pertussis
NZ_CP011441.1	Bordetella pertussis
NZ_CP011442.1	Bordetella pertussis
NZ_CP011443.1	Bordetella pertussis
NZ_CP011444.1	Bordetella pertussis
NZ_CP011445.1	Bordetella pertussis
NZ_CP011446.1	Bordetella pertussis
NZ_CP011447.1	Bordetella pertussis
NZ_CP011448.1	Bordetella pertussis
NZ_CP011451.1	Nitrosomonas communis
NZ_CP011452.2	Altererythrobacter atlanticus
NZ_CP011454.1	Gemmatimonas phototrophica
NZ_CP011456.1	Anabaena sp.
NZ_CP011460.1	Vibrio anguillarum
NZ_CP011461.1	Vibrio anguillarum
NZ_CP011474.1	Corynebacterium pseudotuberculosis
NZ_CP011477.1	Spongiibacter sp.
NZ_CP011479.1	Hoeflea sp.
NZ_CP011482.1	Helicobacter pylori
NZ_CP011483.1	Helicobacter pylori
NZ_CP011484.1	Helicobacter pylori
NZ_CP011486.1	Helicobacter pylori
NZ_CP011491.1	Mycobacterium vaccae
NZ_CP011492.1	Streptomyces sp.
NZ_CP011494.1	Marinobacter psychrophilus
NZ_CP011495.1	Escherichia coli
NZ_CP011501.1	Pandoraea apista
NZ_CP011502.1	Aeromicrobium erythreum
NZ_CP011503.1	Burkholderia pyrrocinia
NZ_CP011504.1	Burkholderia pyrrocinia
NZ_CP011505.1	Burkholderia pyrrocinia
NZ_CP011507.1	Pseudomonas trivialis
NZ_CP011509.1	Archangium gephyra
NZ_CP011510.1	Mycobacterium tuberculosis
NZ_CP011512.1	Paenibacillus peoriae
NZ_CP011514.1	Mitsuaria sp.
NZ_CP011522.1	Streptomyces sp.
NZ_CP011525.1	Pseudomonas sp.
NZ_CP011526.1	Staphylococcus aureus
NZ_CP011528.1	Staphylococcus aureus
NZ_CP011530.1	Mycobacterium immunogenum
NZ_CP011531.1	Bacteroides dorei
NZ_CP011533.1	Streptomyces noursei
NZ_CP011534.1	Bacillus subtilis
NZ_CP011535.2	Streptococcus pyogenes
NZ_CP011536.1	Lactobacillus fermentum
NZ_CP011538.1	Mycoplasma hominis
NZ_CP011539.1	Klebsiella aerogenes
NZ_CP011541.1	Corynebacterium epidermidicanis
NZ_CP011542.1	Corynebacterium mustelae
NZ_CP011545.1	Corynebacterium testudinoris
NZ_CP011546.1	Corynebacterium uterequi
NZ_CP011566.1	Pseudomonas sp.
NZ_CP011567.1	Pseudomonas sp.
NZ_CP011568.3	Pandoraea thiooxydans
NZ_CP011572.1	Enterobacter cloacae
NZ_CP011574.1	Klebsiella aerogenes
NZ_CP011578.1	Klebsiella pneumoniae
NZ_CP011581.1	Enterobacter cloacae
NZ_CP011584.1	Enterobacter cloacae
NZ_CP011591.1	Enterobacter asburiae
NZ_CP011597.1	Klebsiella oxytoca
NZ_CP011602.1	Kluyvera intermedia
NZ_CP011612.1	Citrobacter freundii
NZ_CP011618.1	Klebsiella oxytoca
NZ_CP011624.1	Klebsiella pneumoniae
NZ_CP011636.1	Klebsiella oxytoca
NZ_CP011642.1	Serratia marcescens
NZ_CP011647.1	Klebsiella pneumoniae
NZ_CP011650.1	Enterobacter cloacae
NZ_CP011657.1	Citrobacter freundii
NZ_CP011663.1	Clostridium sporogenes
NZ_CP011664.1	Streptomyces sp.
NZ_CP011685.1	Staphylococcus aureus
NZ_CP011686.1	Bacillus velezensis
NZ_CP011769.1	Lactobacillus plantarum
NZ_CP011770.1	Croceicoccus naphthovorans
NZ_CP011773.1	Mycobacterium sp.
NZ_CP011774.1	Limnohabitans sp.
NZ_CP011775.1	Vibrio vulnificus
NZ_CP011776.1	Vibrio vulnificus
NZ_CP011786.1	Bifidobacterium actinocoloniiforme
NZ_CP011789.1	Pseudomonas putida
NZ_CP011790.1	Salmonella enterica
NZ_CP011791.1	Salmonella enterica
NZ_CP011798.1	Enterobacter cloacae
NZ_CP011801.1	Nitrospira moscoviensis
NZ_CP011803.1	Clostridium carboxidivorans
NZ_CP011805.1	Altererythrobacter marensis
NZ_CP011807.3	Pandoraea faecigallinarum
NZ_CP011827.2	Xanthomonas citri
NZ_CP011828.1	Enterococcus faecium
NZ_CP011834.1	Limnohabitans sp.
NZ_CP011849.2	Piscirickettsia salmonis
NZ_CP011853.1	Gordonia sp.
NZ_CP011854.1	Pseudomonas stutzeri
NZ_CP011855.1	Spiroplasma atrichopogonis
NZ_CP011862.1	Pseudonocardia sp.
NZ_CP011863.1	Enterobacter asburiae
NZ_CP011868.1	Pseudonocardia sp.
NZ_CP011882.1	Bacillus subtilis
NZ_CP011883.2	Mycobacterium haemophilum
NZ_CP011913.1	Corynebacterium ulcerans
NZ_CP011914.1	Eubacterium limosum
NZ_CP011917.1	Burkholderia cenocepacia
NZ_CP011918.1	Burkholderia cenocepacia
NZ_CP011919.1	Burkholderia cenocepacia
NZ_CP011927.1	Labrenzia sp.
NZ_CP011929.1	Marinobacter sp.
NZ_CP011930.1	Herbaspirillum seropedicae
NZ_CP011931.1	Leptospira interrogans
NZ_CP011932.1	Leptospira interrogans
NZ_CP011934.1	Leptospira interrogans
NZ_CP011935.1	Leptospira interrogans
NZ_CP011938.1	Escherichia coli
NZ_CP011939.1	Bacillus coagulans
NZ_CP011942.1	Salmonella enterica
NZ_CP011955.1	Xanthomonas oryzae
NZ_CP011956.1	Xanthomonas oryzae
NZ_CP011957.1	Xanthomonas oryzae
NZ_CP011958.1	Xanthomonas oryzae
NZ_CP011959.1	Xanthomonas oryzae
NZ_CP011960.1	Xanthomonas oryzae
NZ_CP011961.1	Xanthomonas oryzae
NZ_CP011962.1	Xanthomonas oryzae
NZ_CP011964.1	Bifidobacterium longum
NZ_CP011965.1	Bifidobacterium longum
NZ_CP011971.1	Steroidobacter denitrificans
NZ_CP011972.2	Pseudomonas syringae
NZ_CP011974.1	Bacillus endophyticus
NZ_CP011975.1	Yersinia aleksiciae
NZ_CP011976.1	Klebsiella pneumoniae
NZ_CP011980.1	Klebsiella pneumoniae
NZ_CP011985.1	Klebsiella pneumoniae
NZ_CP011989.1	Klebsiella pneumoniae
NZ_CP011994.1	Ectothiorhodospira sp.
NZ_CP011995.1	Porphyromonas gingivalis
NZ_CP011996.1	Porphyromonas gingivalis
NZ_CP012001.1	Pseudomonas aeruginosa
NZ_CP012004.1	Acinetobacter baumannii
NZ_CP012006.1	Acinetobacter baumannii
NZ_CP012009.1	Leuconostoc mesenteroides
NZ_CP012011.1	Staphylococcus aureus
NZ_CP012012.1	Staphylococcus aureus
NZ_CP012013.1	Staphylococcus aureus
NZ_CP012015.1	Staphylococcus aureus
NZ_CP012018.1	Staphylococcus aureus
NZ_CP012019.1	Legionella pneumophila
NZ_CP012020.1	Methylophilus sp.
NZ_CP012021.1	Listeria monocytogenes
NZ_CP012023.1	Celeribacter marinus
NZ_CP012024.1	Bacillus smithii
NZ_CP012026.1	Neisseria gonorrhoeae
NZ_CP012027.1	Neisseria gonorrhoeae
NZ_CP012028.1	Neisseria gonorrhoeae
NZ_CP012029.1	Leptospira borgpetersenii
NZ_CP012030.1	Leptospira borgpetersenii
NZ_CP012033.1	Lactobacillus koreensis
NZ_CP012034.1	Lactobacillus ginsenosidimutans
NZ_CP012037.1	Francisella tularensis
NZ_CP012040.1	Cyclobacterium amurskyense
NZ_CP012041.1	Burkholderia pseudomallei
NZ_CP012042.1	Burkholderia pseudomallei
NZ_CP012044.1	Mycobacterium abscessus
NZ_CP012045.1	Streptococcus pyogenes
NZ_CP012047.1	Tetragenococcus halophilus
NZ_CP012066.1	Pseudomonas aeruginosa
NZ_CP012067.1	Aggregatibacter aphrophilus
NZ_CP012068.1	Eubacterium sulci
NZ_CP012069.2	Olsenella sp.
NZ_CP012070.1	Arsenicicoccus sp.
NZ_CP012071.1	Selenomonas sp.
NZ_CP012072.1	Actinomyces meyeri
NZ_CP012073.1	Ottowia sp.
NZ_CP012074.1	Prevotella fusca
NZ_CP012075.1	Prevotella fusca
NZ_CP012076.1	Bordetella hinzii
NZ_CP012077.1	Bordetella hinzii
NZ_CP012090.1	Mycobacterium tuberculosis
NZ_CP012091.1	Salmonella enterica
NZ_CP012095.1	Mycobacterium bovis
NZ_CP012096.1	Serratia plymuthica
NZ_CP012097.1	Serratia plymuthica
NZ_CP012099.1	Bacillus thuringiensis
NZ_CP012109.1	Myxococcus hansupus
NZ_CP012111.1	Acetobacter pasteurianus
NZ_CP012117.1	Dermabacter vaginalis
NZ_CP012122.1	Lactobacillus plantarum
NZ_CP012125.1	Escherichia coli
NZ_CP012126.1	Escherichia coli
NZ_CP012127.1	Escherichia coli
NZ_CP012128.1	Bordetella pertussis
NZ_CP012136.1	Corynebacterium pseudotuberculosis
NZ_CP012144.1	Salmonella enterica
NZ_CP012145.1	Xanthomonas campestris
NZ_CP012146.1	Xanthomonas campestris
NZ_CP012147.1	Leptospirillum sp.
NZ_CP012148.1	Lactobacillus paracasei
NZ_CP012149.1	Campylobacter jejuni
NZ_CP012150.1	Mycobacterium goodii
NZ_CP012152.1	Anoxybacillus gonensis
NZ_CP012154.1	Wenzhouxiangella marina
NZ_CP012159.1	Chondromyces crocatus
NZ_CP012160.1	Octadecabacter temperatus
NZ_CP012162.1	Enterobacter cloacae
NZ_CP012165.1	Enterobacter hormaechei
NZ_CP012167.1	Enterobacter hormaechei
NZ_CP012171.1	Arthrobacter sp.
NZ_CP012179.1	Pseudomonas syringae
NZ_CP012181.1	Pseudonocardia sp.
NZ_CP012184.1	Pseudonocardia sp.
NZ_CP012187.1	Lactobacillus paracasei
NZ_CP012192.1	Burkholderia sp.
NZ_CP012193.1	Burkholderia sp.
NZ_CP012194.1	Corynebacterium glutamicum
NZ_CP012195.1	Campylobacter ureolyticus
NZ_CP012196.1	Campylobacter gracilis
NZ_CP012199.1	Sphingopyxis granuli
NZ_CP012201.1	Massilia sp.
NZ_CP012202.1	Alteromonas macleodii
NZ_CP012252.1	Klebsiella variicola
NZ_CP012253.1	Cronobacter sakazakii
NZ_CP012257.1	Cronobacter universalis
NZ_CP012264.1	Cronobacter condimenti
NZ_CP012266.1	Cronobacter dublinensis
NZ_CP012268.1	Cronobacter muytjensii
NZ_CP012269.1	Pediococcus damnosus
NZ_CP012275.1	Pediococcus damnosus
NZ_CP012283.1	Pediococcus damnosus
NZ_CP012288.1	Pediococcus damnosus
NZ_CP012294.1	Pediococcus damnosus
NZ_CP012299.1	Microbacterium sp.
NZ_CP012300.1	Klebsiella pneumoniae
NZ_CP012329.1	Bacillus pumilus
NZ_CP012330.1	Bacillus pumilus
NZ_CP012332.1	Vulgatibacter incomptus
NZ_CP012334.1	Bordetella sp.
NZ_CP012343.1	Lactobacillus plantarum
NZ_CP012344.1	Salmonella enterica
NZ_CP012346.1	Salmonella enterica
NZ_CP012347.1	Salmonella enterica
NZ_CP012349.1	Salmonella enterica
NZ_CP012351.1	Cutibacterium acnes
NZ_CP012352.1	Cutibacterium acnes
NZ_CP012354.1	Cutibacterium acnes
NZ_CP012355.1	Cutibacterium acnes
NZ_CP012358.1	Oblitimonas alkaliphila
NZ_CP012359.1	Oblitimonas alkaliphila
NZ_CP012360.1	Oblitimonas alkaliphila
NZ_CP012362.1	Oblitimonas alkaliphila
NZ_CP012363.1	Oblitimonas alkaliphila
NZ_CP012364.1	Oblitimonas alkaliphila
NZ_CP012366.1	Enterococcus durans
NZ_CP012369.1	Moorella thermoacetica
NZ_CP012370.1	Moorella thermoacetica
NZ_CP012371.1	Nitrosospira briensis
NZ_CP012372.1	Francisella tularensis
NZ_CP012373.1	Beggiatoa leptomitoformis
NZ_CP012375.1	Microcystis aeruginosa
NZ_CP012381.1	Lactobacillus helveticus
NZ_CP012382.1	Streptomyces ambofaciens
NZ_CP012384.1	Enterococcus durans
NZ_CP012387.1	Mycoplasma mycoides
NZ_CP012390.1	Lawsonella clevelandensis
NZ_CP012391.1	Neisseria meningitidis
NZ_CP012392.1	Neisseria meningitidis
NZ_CP012393.1	Neisseria meningitidis
NZ_CP012394.1	Neisseria meningitidis
NZ_CP012395.1	Clostridium autoethanogenum
NZ_CP012396.1	Salmonella enterica
NZ_CP012398.1	Chelatococcus sp.
NZ_CP012401.1	Azospirillum thiophilum
NZ_CP012402.1	Azospirillum thiophilum
NZ_CP012403.1	Azospirillum thiophilum
NZ_CP012404.1	Azospirillum thiophilum
NZ_CP012405.1	Azospirillum thiophilum
NZ_CP012406.1	Azospirillum thiophilum
NZ_CP012407.1	Azospirillum thiophilum
NZ_CP012409.1	Staphylococcus aureus
NZ_CP012410.1	Leptotrichia sp.
NZ_CP012413.1	Piscirickettsia salmonis
NZ_CP012418.1	Kangiella sediminilitoris
NZ_CP012419.2	Streptococcus agalactiae
NZ_CP012420.1	Rickettsia amblyommatis
NZ_CP012426.1	Klebsiella pneumoniae
NZ_CP012475.1	Bacillus clausii
NZ_CP012479.1	Arthrobacter sp.
NZ_CP012480.1	Streptococcus agalactiae
NZ_CP012482.1	Bacillus pumilus
NZ_CP012483.1	Bacillus cereus
NZ_CP012487.1	Enterobacter sp.
NZ_CP012502.1	Bacillus beveridgei
NZ_CP012503.1	Streptococcus agalactiae
NZ_CP012504.1	Aeromonas veronii
NZ_CP012505.1	Francisella persica
NZ_CP012506.2	Mycobacterium tuberculosis
NZ_CP012507.1	Kocuria palustris
NZ_CP012508.1	Piscirickettsia salmonis
NZ_CP012513.1	Salmonella enterica
NZ_CP012514.1	Salmonella enterica
NZ_CP012515.1	Burkholderia pseudomallei
NZ_CP012516.1	Burkholderia pseudomallei
NZ_CP012517.1	Burkholderia pseudomallei
NZ_CP012518.1	Burkholderia pseudomallei
NZ_CP012522.1	Enterococcus faecium
NZ_CP012529.1	Psychrobacter sp.
NZ_CP012533.1	Psychrobacter sp.
NZ_CP012541.1	Campylobacter concisus
NZ_CP012554.1	Citrobacter freundii
NZ_CP012559.1	Lactobacillus heilongjiangensis
