#ID	ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	REFERENCE	DETECTION
1453	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	5623010	5652514				
1454	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	4566712	4577949				
1455	NC_010400.1		2380107	2389075				islandpick=100.0;SIGI-HMM=3.1;Centroid=0.0;DIMOB=3.0;PAI_IDA=0.0;DINUC=3.0;Alien_Hunter=100.0
1456	NC_010465.1	Yersinia pseudotuberculosis YPIII	1352149	1372249				
1457	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	311519	318334				
1458	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	6352020	6358274				
1459	NC_009665.1	Shewanella baltica OS185	3963509	3970300				
1460	NC_004431.1	Escherichia coli CFT073	1221378	1241062				
1461	NC_010322.1	Pseudomonas putida GB-1	2675914	2680577				
1462	NC_010501.1	Pseudomonas putida W619	748088	760209				
1463	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3659463	3669185				
1464	NC_004431.1	Escherichia coli CFT073	1397256	1402396				
1465	NC_006350.1		149366	165398				islandpick=100.0;SIGI-HMM=28.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=30.8;Alien_Hunter=50.8
1466	NC_010501.1	Pseudomonas putida W619	3563726	3568326				
1467	NC_006511.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	2703524	2714309				
1468	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2895926	2943804			Hayashi et al., 2001, DNA Res	
1469	NC_004631.1		4493737	4519430				islandpick=100.0;SIGI-HMM=80.6;Centroid=0.0;DIMOB=58.6;PAI_IDA=95.1;DINUC=58.6;Alien_Hunter=100.0
1470	NC_004347.1		1964627	1973282				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=45.5
1471	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	576424	583088				
1472	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1659111	1667389				
1473	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1594577	1610042				
1474	NC_007958.1	Rhodopseudomonas palustris BisB5	663789	669416				
1475	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2210606	2217074				
1476	NC_009256.1		2952629	2973596				islandpick=100.0;SIGI-HMM=99.2;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1477	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	84615	92138				
1478	NC_007434.1		1717352	1764564				islandpick=100.0;SIGI-HMM=32.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1479	NC_004368.1	Streptococcus agalactiae NEM316	233927	240198				
1480	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2259649	2264775				
1481	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2811009	2824937				
1482	NC_008595.1	Mycobacterium avium 104	1869095	1889074				
1483	NC_010322.1	Pseudomonas putida GB-1	3818669	3838268				
1484	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	2476948	2482895				
1485	NC_009708.1	Yersinia pseudotuberculosis IP 31758	2143736	2148129				
1486	NC_009997.1	Shewanella baltica OS195	685194	716456				
1487	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1167198	1175767				
1488	NC_007432.1	Streptococcus agalactiae A909	2071032	2086264				
1489	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	411634	425271				
1490	NC_009445.1		6575207	6584433				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1491	NC_007946.1	Escherichia coli UTI89	2900194	2905821				
1492	NC_007946.1	Escherichia coli UTI89	4846029	4858592				
1493	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	103399	108531				
1494	NC_007946.1		1261315	1280521				islandpick=100.0;SIGI-HMM=0.1;Centroid=52.1;DIMOB=0.0;PAI_IDA=0.0;DINUC=61.4;Alien_Hunter=93.5
1495	NC_010322.1	Pseudomonas putida GB-1	5353374	5360670				
1496	NC_008253.1	Escherichia coli 536	1995066	2002606				
1497	NC_007778.1	Rhodopseudomonas palustris HaA2	1674463	1684645				
1498	NC_007005.1	Pseudomonas syringae pv. syringae B728a	5000246	5010063				
1499	NC_009485.1	Bradyrhizobium sp. BTAi1	3530060	3544152				
1500	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1906000	1932422				
1501	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1799641	1804350				
1502	NC_007778.1	Rhodopseudomonas palustris HaA2	2341243	2365709				
1503	NC_009512.1		3555605	3567517				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=12.6
1504	NC_010498.1	Escherichia coli SECEC SMS-3-5	3299000	3310705				
1505	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2216065	2230970				
1506	NC_009512.1	Pseudomonas putida F1	3260100	3264811				
1507	NC_007958.1	Rhodopseudomonas palustris BisB5	1676746	1691064				
1508	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2459406	2472633				
1509	NC_010334.1	Shewanella halifaxensis HAW-EB4	767869	784588				
1510	NC_008563.1	Escherichia coli APEC O1	2740481	2750883				
1511	NC_010501.1	Pseudomonas putida W619	3456983	3465349				
1512	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2532556	2543040				
1513	NC_010612.1	Mycobacterium marinum M	117587	121885				
1514	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	391544	398897				
1515	NC_004088.1	Yersinia pestis KIM	4205743	4213221				
1516	NC_009801.1	Escherichia coli E24377A	310512	316293				
1517	NC_004741.1	Shigella flexneri 2a str. 2457T	3066953	3073666				
1518	NC_004578.1		5392260	5413468				islandpick=100.0;SIGI-HMM=40.3;Centroid=64.8;DIMOB=71.7;PAI_IDA=100.0;DINUC=71.7;Alien_Hunter=99.9
1519	NC_002695.1		4584154	4606879				islandpick=100.0;SIGI-HMM=80.5;Centroid=21.5;DIMOB=5.0;PAI_IDA=96.3;DINUC=82.6;Alien_Hunter=81.2
1520	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	1889471	1935559			Parkhill et al., 2001, Nature	
1521	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	657616	664598				
1522	NC_002695.1		1576223	1586031				islandpick=100.0;SIGI-HMM=94.6;Centroid=100.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
1523	NC_002516.2	Pseudomonas aeruginosa PAO1	3016992	3023438				
1524	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1837159	1851966				
1525	NC_007005.1	Pseudomonas syringae pv. syringae B728a	6061431	6072527				
1526	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1748933	1755645				
1527	NC_008595.1	Mycobacterium avium 104	1910592	1916119				
1528	NC_007613.1	Shigella boydii Sb227	3250598	3255609				
1529	NC_010501.1		1530247	1539374				islandpick=100.0;SIGI-HMM=82.9;Centroid=100.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=60.8;Alien_Hunter=100.0
1530	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2592901	2614020			Hayashi et al., 2001, DNA Res	
1531	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1414284	1418427				
1532	NC_009438.1	Shewanella putrefaciens CN-32	4581467	4594024				
1533	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2922868	2931971				
1534	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2695468	2699966				
1535	NC_009445.1	Bradyrhizobium sp. ORS278	3708503	3713379				
1536	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	713759	718494				
1537	NC_010501.1	Pseudomonas putida W619	3679924	3697434				
1538	NC_009512.1	Pseudomonas putida F1	2113777	2130045				
1539	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	2671802	2678877				
1540	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1623520	1629825				
1541	NC_004431.1	Escherichia coli CFT073	4919335	4953103				
1542	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2676558	2689061				
1543	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1076747	1084510				
1544	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2628030	2632677				
1545	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1385630	1390549				
1546	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	1321411	1328489				
1547	NC_009256.1		2373274	2403836				islandpick=100.0;SIGI-HMM=16.6;Centroid=0.0;DIMOB=91.3;PAI_IDA=0.0;DINUC=91.3;Alien_Hunter=100.0
1548	NC_010159.1	Yersinia pestis Angola	1295405	1305522				
1549	NC_009485.1		5195544	5208061				islandpick=100.0;SIGI-HMM=0.0;Centroid=96.3;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1550	NC_004070.1	Streptococcus pyogenes MGAS315	773404	778147				
1551	NC_010322.1	Pseudomonas putida GB-1	2614324	2620165				
1552	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	3177373	3187195				
1553	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2590004	2599977				
1554	NC_009052.1	Shewanella baltica OS155	2689966	2699777				
1555	AC_000091.1		4514467	4523153				islandpick=100.0;SIGI-HMM=4.0;Centroid=0.0;DIMOB=79.3;PAI_IDA=0.0;DINUC=79.3;Alien_Hunter=97.3
1556	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1401044	1406775				
1557	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	4815881	4819948				
1558	NC_010184.1	Bacillus weihenstephanensis KBAB4	1849930	1854274				
1559	NC_007761.1	Rhizobium etli CFN 42	784347	801357				
1560	NC_009512.1	Pseudomonas putida F1	3435185	3439289				
1561	NC_009485.1		2618845	2628160				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1562	NC_008595.1	Mycobacterium avium 104	1803621	1809701				
1563	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	234004	239000				
1564	NC_007761.1	Rhizobium etli CFN 42	1409147	1423195				
1565	NC_004431.1	Escherichia coli CFT073	2262986	2316987			Lloyd et al., 2007 J Bacteriol	
1566	NC_006905.1	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	1102775	1118336				
1567	NC_010322.1	Pseudomonas putida GB-1	3482021	3493864				
1568	NC_010501.1	Pseudomonas putida W619	2838514	2844808				
1569	NC_008322.1		1174647	1194550				islandpick=100.0;SIGI-HMM=94.7;Centroid=2.8;DIMOB=99.8;PAI_IDA=73.1;DINUC=99.8;Alien_Hunter=100.0
1570	NC_003997.3	Bacillus anthracis str. Ames	2062320	2068287				
1571	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	316791	325161				
1572	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1539728	1554971				
1573	NC_004088.1	Yersinia pestis KIM	3698414	3703391				
1574	NC_007778.1	Rhodopseudomonas palustris HaA2	4989769	5016608				
1575	NC_009485.1	Bradyrhizobium sp. BTAi1	1582465	1586684				
1576	NC_008595.1	Mycobacterium avium 104	1895967	1900773				
1577	NC_008750.1	Shewanella sp. W3-18-1	1317445	1334143				
1578	NC_010501.1	Pseudomonas putida W619	3657621	3665369				
1579	NC_004116.1	Streptococcus agalactiae 2603V/R	1843032	1852236				
1580	NC_008595.1	Mycobacterium avium 104	1928441	1933666				
1581	NC_002695.1	Escherichia coli O157:H7 str. Sakai	368185	372250				
1582	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1246024	1251813				
1583	NC_008750.1		2335776	2348796				islandpick=100.0;SIGI-HMM=97.0;Centroid=0.0;DIMOB=77.8;PAI_IDA=0.0;DINUC=77.8;Alien_Hunter=100.0
1584	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1824722	1833473				
1585	NC_009708.1	Yersinia pseudotuberculosis IP 31758	965187	974483				
1586	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1632954	1649857				
1587	NC_005773.3		3225903	3242361				islandpick=100.0;SIGI-HMM=43.9;Centroid=85.1;DIMOB=78.7;PAI_IDA=100.0;DINUC=78.7;Alien_Hunter=97.8
1588	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	884017	896448				
1589	NC_009342.1	Corynebacterium glutamicum R	471691	490825				
1590	NC_004431.1	Escherichia coli CFT073	2303843	2315256				
1591	NC_006155.1	Yersinia pseudotuberculosis IP 32953	2224488	2234678				
1592	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1402595	1413494				
1593	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	866096	879879				
1594	NC_007613.1	Shigella boydii Sb227	4402710	4409322				
1595	NC_010501.1	Pseudomonas putida W619	2898521	2903414				
1596	NC_007778.1	Rhodopseudomonas palustris HaA2	1059946	1070762				
1597	NC_010501.1	Pseudomonas putida W619	3571419	3616421				
1598	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2470128	2493321				
1599	NC_009485.1	Bradyrhizobium sp. BTAi1	6619223	6633311				
1600	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	3262468	3267822				
1601	NC_010465.1	Yersinia pseudotuberculosis YPIII	1332224	1338243				
1602	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3086632	3105428				
1603	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	2866478	2880115				
1604	NC_010501.1	Pseudomonas putida W619	3698357	3714907				
1605	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	1550948	1557580				
1606	NC_007946.1	Escherichia coli UTI89	911178	917634				
1607	NC_008060.1		1612410	1648736				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=19.2
1608	NC_010501.1		2234563	2243919				islandpick=100.0;SIGI-HMM=25.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
1609	NC_002947.3		2193987	2227517				islandpick=100.0;SIGI-HMM=99.6;Centroid=82.1;DIMOB=87.7;PAI_IDA=100.0;DINUC=87.7;Alien_Hunter=100.0
1610	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	482774	492013				
1611	NC_007946.1	Escherichia coli UTI89	3915686	3920882				
1612	NC_010322.1	Pseudomonas putida GB-1	2101787	2106467				
1613	NC_004337.1		1176438	1187087				islandpick=100.0;SIGI-HMM=10.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
1614	NC_007761.1	Rhizobium etli CFN 42	2743919	2748082				
1615	NC_004431.1	Escherichia coli CFT073	3018710	3066517			Lloyd et al., 2007 J Bacteriol	
1616	NC_010465.1	Yersinia pseudotuberculosis YPIII	3402589	3423871				
1617	NC_009512.1	Pseudomonas putida F1	3454862	3461890				
1618	NC_003923.1	Staphylococcus aureus subsp. aureus MW2	1529123	1574930			Baba et al., 2002, The Lancet	
1619	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1386619	1391960				
1620	NC_010498.1	Escherichia coli SECEC SMS-3-5	2283082	2291894				
1621	NC_002758.2	Staphylococcus aureus subsp. aureus Mu50	35799	41725				
1622	NC_003485.1	Streptococcus pyogenes MGAS8232	1041373	1045464				
1623	NC_009485.1	Bradyrhizobium sp. BTAi1	1079147	1090733				
1624	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1832356	1844597			Reen et al., 2006 Nat Rev Microbiol	
1625	NC_004431.1	Escherichia coli CFT073	4294047	4311802				
1626	NC_009485.1	Bradyrhizobium sp. BTAi1	3594418	3598535				
1627	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	2743495	2759190			Parkhill et al., 2001, Nature	
1628	NC_010501.1	Pseudomonas putida W619	4365618	4393996				
1629	NC_004431.1	Escherichia coli CFT073	3480340	3496072				
1630	NC_010465.1		238812	249039				islandpick=100.0;SIGI-HMM=14.7;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1631	NC_010084.1		547958	558752				islandpick=100.0;SIGI-HMM=27.9;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1632	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4409537	4432301				
1633	NC_002516.2	Pseudomonas aeruginosa PAO1	3922020	3930742				
1634	NC_008595.1	Mycobacterium avium 104	1810103	1817244				
1635	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1795055	1800024				
1636	NC_004431.1		2194347	2210333				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=90.6;Alien_Hunter=100.0
1637	NC_004431.1	Escherichia coli CFT073	4087929	4092944				
1638	NC_002947.3		4174319	4192669				islandpick=100.0;SIGI-HMM=96.1;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=97.2
1639	NC_009665.1	Shewanella baltica OS185	3031136	3039466				
1640	NC_010612.1	Mycobacterium marinum M	4156280	4167564				
1641	NC_008258.1		1194518	1208294				islandpick=100.0;SIGI-HMM=1.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=99.5
1642	NC_008322.1	Shewanella sp. MR-7	1174647	1201354				
1643	NC_008563.1	Escherichia coli APEC O1	1184975	1190416				
1644	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1419288	1425279				
1645	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	2160521	2170435				
1646	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1469310	1493308				
1647	NC_007432.1	Streptococcus agalactiae A909	709667	715012				
1648	NC_010501.1	Pseudomonas putida W619	5451369	5455691				
1649	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1921414	1972525			Hayashi et al., 2001, DNA Res	
1650	NC_008253.1	Escherichia coli 536	4759317	4770260				
1651	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	3883613	3900141			Parkhill et al., 2001, Nature	
1652	NC_004603.1		1508133	1522207				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=7.1;Alien_Hunter=76.2
1653	NC_007530.2	Bacillus anthracis str. Ames Ancestor	4841840	4858512				
1654	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	749395	755251				
1655	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3235261	3242497				
1656	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1491646	1509548				
1657	NC_009485.1	Bradyrhizobium sp. BTAi1	6017428	6048889				
1658	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2895919	2926517				
1659	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3825585	3830152				
1660	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	1427037	1432011				
1661	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	631891	636067				
1662	NC_010322.1	Pseudomonas putida GB-1	2445195	2452509				
1663	NC_007946.1	Escherichia coli UTI89	3108725	3138197				
1664	NC_009485.1	Bradyrhizobium sp. BTAi1	7656775	7675479				
1665	NC_004722.1		5018340	5029259				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1666	NC_009438.1	Shewanella putrefaciens CN-32	3361540	3369246				
1667	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1222971	1238429				
1668	NC_009445.1		3407598	3417795				islandpick=100.0;SIGI-HMM=27.0;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
1669	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2693495	2699841				
1670	NC_007510.1		1911559	1924529				islandpick=100.0;SIGI-HMM=17.7;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=4.3;Alien_Hunter=100.0
1671	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1952317	1961973				
1672	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	1351926	1357392				
1673	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	2555792	2564889				
1674	NC_002695.1		5359700	5390700				islandpick=100.0;SIGI-HMM=24.3;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=26.2
1675	NC_005071.1	Prochlorococcus marinus str. MIT 9313	111721	121912				
1676	NC_010473.1	Escherichia coli str. K-12 substr. DH10B	513115	525666				
1677	NC_007778.1	Rhodopseudomonas palustris HaA2	4964606	4969043				
1678	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1614872	1620071				
1679	NC_007946.1	Escherichia coli UTI89	1094465	1101779				
1680	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	9766	14995				
1681	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	3343676	3350145				
1682	NC_007958.1	Rhodopseudomonas palustris BisB5	2386063	2400825				
1683	NC_004070.1	Streptococcus pyogenes MGAS315	746858	786358			Beres et al., 2002, PNAS	
1684	NC_010501.1	Pseudomonas putida W619	3449386	3456244				
1685	NC_010322.1	Pseudomonas putida GB-1	3739559	3750209				
1686	NC_009632.1	Staphylococcus aureus subsp. aureus JH1	1081247	1087883				
1687	NC_009997.1	Shewanella baltica OS195	3456691	3465750				
1688	NC_009485.1	Bradyrhizobium sp. BTAi1	1131739	1143474				
1689	NC_009512.1	Pseudomonas putida F1	2794361	2807256				
1690	NC_007434.1		1835656	1848039				islandpick=100.0;SIGI-HMM=92.6;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
